Document;TfIdfWords
00137;{'CYSTIC': 0.0020272196558634367, 'FIBROSIS': 0.0019839436346847485, 'PATIENTS': 0.016357427490309676, 'ADDITION': 0.04680086684966507, 'USING': 0.07390827661483793, 'CONTROL': 0.02715325040112817, 'SALIVARY': 0.05457155837361901, 'NORMAL': 0.035763941632437464, 'SUBJECTS': 0.06693063601899829, 'MIXED': 0.13136264651441332, 'SALIVA': 0.15315275639337175, 'CAREFULLY': 0.07384483481200928, 'SODIUM': 0.1351436347328775, 'TWO': 0.025673497726467837, 'INCREASED': 0.02879062675261634, 'SWEAT': 0.033689914923670725, 'PRODUCED': 0.049084251543792354, 'RATIO': 0.049084251543792354, 'SIGNIFICANT': 0.05629230145264314, 'SECRETIONS': 0.2353421606107768, 'RATE': 0.0430528348087766, 'EFFECT': 0.16441123427269758, 'MEAN': 0.037817053178973485, 'SIMILAR': 0.03536120478525219, 'FINDINGS': 0.03796569796223097, 'CALCULATED': 0.0723785243534812, 'OBSERVED': 0.03249333490762943, 'INHIBITION': 0.1693159454441309, 'DEMONSTRATE': 0.05547679683551029, 'DIFFERENCE': 0.03695413830741896, 'DIFFERENCES': 0.07201001295313517, 'CONFIRM': 0.05746466962751038, 'HOWEVER': 0.03511104292568634, 'MODIFIED': 0.13521382014376737, 'GLANDS': 0.09468146661659999, 'SHOWED': 0.03709463805454623, 'SUBMANDIBULAR': 0.08170369056225531, 'GLAND': 0.45150918785101574, 'CAUSED': 0.051050918797790584, 'SECOND': 0.0517666113460197, 'GRAM': 0.06661400974669027, 'REABSORPTION': 0.20282073021565106, 'WEIGHT': 0.04244144513724562, 'INHIBITORY': 0.26645603898676107, 'PERFUSION': 0.07933214164183593, 'PERCENTAGE': 0.179244162964913, 'EXIST': 0.07103988778440999, 'ASSAY': 0.10427468581754895, 'ABLE': 0.06760691007188369, 'RETROGRADE': 0.0923674933401006, 'MAGOS': 0.0923674933401006, 'PAROTID': 0.20282073021565106, 'RAT': 0.12342944315127179, 'CONTROLLING': 0.0845086375898546, 'QUANTITY': 0.0845086375898546, 'PERFUSED': 0.29581625424067864, 'MILLILITERS': 0.0923674933401006, 'DRY': 0.06568132325720666, 'FELL': 0.07546576582212969, 'REPORTING': 0.0923674933401006, 'RNA': 0.2953793392480371, 'PLUS': 0.6572285975380143, 'MINUS': 0.7128215934871281, 'SUBLINGUAL': 0.0879416153023809, 'SUBMUCOSAL': 0.0879416153023809}
00138;{'CYSTIC': 0.0065884638815561685, 'FIBROSIS': 0.006447816812725432, 'USING': 0.06005047474955582, 'RESULTS': 0.0438847956264295, 'NORMAL': 0.058116405152710875, 'SUBJECTS': 0.054381141765436104, 'CONDITIONS': 0.13358412784656679, 'HETEROZYGOTES': 0.06218447097333474, 'TWO': 0.041719433805510235, 'FOUND': 0.037143206452701936, 'INDIVIDUALS': 0.07030099786565645, 'LYMPHOCYTES': 0.10395150941520521, 'TOTAL': 0.12587659385520386, 'OBTAINED': 0.11831504536900767, 'MAY': 0.034228951971922585, 'SIMILAR': 0.057461957776034814, 'REPORTED': 0.060278786838637625, 'METHODS': 0.08026697644160057, 'STATE': 0.08239592165010823, 'DIFFERENCES': 0.11701627104884466, 'VARIATIONS': 0.10266917705551644, 'LABORATORIES': 0.12263186946096075, 'CULTURE': 0.07520386983881372, 'DNA': 0.11343874995782782, 'FAILURE': 0.08353248100202716, 'FOUR': 0.07030099786565645, 'ISOLATION': 0.11761510207440695, 'FIBROBLASTS': 0.06832628758269069, 'EXTRACTION': 0.14290512486636894, 'OBLIGATE': 0.0829577430464097, 'ACIDS': 0.17735756471426178, 'REASONS': 0.09917512849613748, 'CARRIER': 0.09917512849613748, 'RNA': 0.23999571313903015, 'METHYLATION': 0.26553699432732975, 'NUCLEIC': 0.2858102497327379, 'TRNA': 0.15009717667766348, 'RRNA': 0.15009717667766348, 'DISCERN': 0.15009717667766348, 'OBSCURE': 0.11761510207440695}
00139;{'CYSTIC': 0.0013445844656237078, 'FIBROSIS': 0.0013158809821888636, 'PATIENTS': 0.021698628303472016, 'NUMBER': 0.02644530458426325, 'CONCENTRATIONS': 0.024326535555913815, 'DEMONSTRATED': 0.02883503302814891, 'ELEVATED': 0.057388569686250154, 'LEVELS': 0.020686995311641036, 'NORMAL': 0.03558147254247604, 'SALIVA': 0.13544121313699542, 'VALUES': 0.048113616885946904, 'SEEMS': 0.034094890204909044, 'SMALL': 0.02775992572551803, 'BASIC': 0.033860303284248855, 'CONCENTRATION': 0.051587517903495216, 'ACID': 0.022963970325051344, 'PROTEIN': 0.04829185525265618, 'GROUPS': 0.023968460863962083, 'PRESENCE': 0.02633378345638376, 'FORMATION': 0.04004536250435411, 'NUMBERS': 0.04004536250435411, 'HIGHER': 0.023880871642621353, 'MAY': 0.01397100080486636, 'TRACTS': 0.0541912233321081, 'OBSTRUCTION': 0.03215566976727777, 'ENTIRELY': 0.05005382426977989, 'INCREASING': 0.033860303284248855, 'LARGE': 0.030360867048260787, 'PRESENT': 0.020008528563999886, 'GENERAL': 0.03196130043084211, 'CARBOHYDRATE': 0.04004536250435411, 'THEREFORE': 0.030526790730625888, 'LITTLE': 0.035091201118826555, 'GASTROINTESTINAL': 0.0359079634420259, 'PREVIOUSLY': 0.03158332827083855, 'SHOWN': 0.029122490956380507, 'LOWER': 0.025082739353400777, 'DIFFERENCES': 0.023880871642621353, 'POLYACRYLAMIDE': 0.04004536250435411, 'STUDIES': 0.022727571760954052, 'SECRETED': 0.048006164112002835, 'PURIFIED': 0.03776838749094381, 'GEL': 0.07125676414551886, 'FILTRATION': 0.04554532679754479, 'HOWEVER': 0.023287936634383794, 'CAUSE': 0.029122490956380507, 'PART': 0.035091201118826555, 'FOCAL': 0.048006164112002835, 'OBSTRUCTIVE': 0.03710983115280533, 'ELECTROPHORESIS': 0.03962881153986171, 'AMOUNTS': 0.034094890204909044, 'PRECIPITATION': 0.26309128605710896, 'CALCIUM': 0.21894727537705025, 'PHOSPHATE': 0.14135487875469332, 'PROCESSES': 0.04242918751641029, 'GLAND': 0.03743379746213778, 'TRACHEOBRONCHIAL': 0.048006164112002835, 'SUBMAXILLARY': 0.048006164112002835, 'ALKALINE': 0.04190578655327201, 'PHOSPHATASE': 0.04093323369812584, 'RESPONSIBLE': 0.03562838207275943, 'ELECTROPHORETIC': 0.0435641429767187, 'WEIGHT': 0.028149938101234336, 'INDUCED': 0.07018240223765311, 'ROLE': 0.029122490956380507, 'PRIMARILY': 0.04711829291823111, 'OCCURS': 0.038472396383667805, 'PRECIPITABLE': 0.0583286223944363, 'MOLECULAR': 0.0359079634420259, 'PLAY': 0.042980893855902896, 'CAPP': 0.7194170808914463, 'TURBIDITY': 0.06126415374598508, 'SUBMAXILLIARY': 0.06540155280831329, 'SMS': 0.26160621123325317, 'PREPARATIVE': 0.06540155280831329, 'CONTAINS': 0.051255691980559306, 'SERINE': 0.0583286223944363, 'GLYCINE': 0.056051647381026, 'GLUTAMIC': 0.06126415374598508, 'RESIDUES': 0.052618257211421784, 'PHOSPHORUS': 0.06540155280831329, 'MONOESTER': 0.06540155280831329, 'AGGREGATION': 0.1083824466642162, 'IONIC': 0.052618257211421784, 'ENHANCED': 0.048006164112002835, 'AGGREGATED': 0.06540155280831329, 'BINDS': 0.06126415374598508, 'MOLAR': 0.0583286223944363, 'QUANTITIES': 0.04711829291823111, 'EQUAL': 0.04484131790482081, 'PROSTHETIC': 0.06540155280831329, 'REMOVES': 0.06540155280831329, 'ELIMINATES': 0.06126415374598508, 'COMPOSITIONAL': 0.06126415374598508, 'CONTRIBUTE': 0.04140792773521659, 'TURBID': 0.0583286223944363, 'DUCTS': 0.04418276156668231, 'CHARACTERIZE': 0.0583286223944363}
00140;{'CYSTIC': 0.002125310929534248, 'FIBROSIS': 0.0020799409073307845, 'PATIENTS': 0.025723373875890212, 'SERUM': 0.026845484626636343, 'CONTROL': 0.028467117356021466, 'NORMAL': 0.13123059228031486, 'SUBJECTS': 0.07016921518120788, 'ACTIVITY': 0.06287766971860871, 'REPORTS': 0.05546673725233875, 'HETEROZYGOTES': 0.0401190135311837, 'INTRINSIC': 0.13967453656564088, 'CELLS': 0.0752198300422253, 'EXAMINED': 0.04234133131123294, 'TOTAL': 0.08121070571303474, 'FACTOR': 0.12383247936312798, 'MIGHT': 0.046981364737874565, 'SIMILAR': 0.037072230823248266, 'REPORTED': 0.03888953989589524, 'SEVERAL': 0.04197886589426425, 'DETERMINE': 0.0517851460913552, 'ABNORMALITIES': 0.04626440082544177, 'HOMOZYGOUS': 0.06329750847462425, 'PREVIOUSLY': 0.04992203500874481, 'PLASMA': 0.04215908042004047, 'DEFECT': 0.042900775794908586, 'STUDIES': 0.0718484526636612, 'UNABLE': 0.07588071101574642, 'CONFIRM': 0.06024521815787378, 'FUNCTION': 0.035679842379885404, 'SENSITIVE': 0.1109334745046775, 'INDISTINGUISHABLE': 0.08101706151765826, 'ABNORMAL': 0.04093792200494859, 'HELPFUL': 0.06885945180191021, 'INDICATED': 0.0517851460913552, 'MEMBRANE': 0.10291859194666138, 'ATPASE': 0.29790920683784833, 'FUNCTIONS': 0.14895460341892416, 'TRANSPORT': 0.3925233993842877, 'CONCLUDE': 0.06545124061372945, 'MEASUREMENTS': 0.057212117649761855, 'ENTITY': 0.07199100042192565, 'OBLIGATE': 0.05352112454607077, 'INDUCED': 0.05546673725233875, 'ABNORMALITY': 0.05082670382569712, 'PRODUCTION': 0.05767965856707238, 'WHETHER': 0.0517851460913552, 'TRUE': 0.0708782121721361, 'INVOLVED': 0.05631582972791007, 'ERYTHROCYTES': 0.07318629029537278, 'OUABAIN': 0.3870898599016615, 'CATION': 0.09219685475249609, 'CONTAINS': 0.08101706151765826, 'MONOVALENT': 0.17719553043034025, 'RBC': 0.7746951054331017, 'SIMILARLY': 0.07447730170946208, 'INSENSITIVE': 0.19367377635827543, 'ACCUMULATION': 0.06793754190126587, 'LIKEWISE': 0.0856570949442999, 'DEFINING': 0.10337664798733393, 'DOCUMENT': 0.09683688817913771, 'CAPABLE': 0.08317079365676347, 'ALTERING': 0.10337664798733393}
00141;{'CYSTIC': 0.0029611073624971544, 'FIBROSIS': 0.0028978951967305313, 'PATIENTS': 0.03583930742258861, 'ANALYSIS': 0.032229133159296514, 'CLINICAL': 0.019723503652327865, 'ONE': 0.052891343833049276, 'MATCHED': 0.038931608944362504, 'CONTROL': 0.11898615344314589, 'SUBJECTS': 0.04888192518241447, 'DISEASE': 0.012971509737011267, 'SALIVA': 0.037284378897262785, 'AGE': 0.022433189683978293, 'ACTIVITY': 0.17520968640690965, 'SIX': 0.03325128797059681, 'REPORTS': 0.03863974954657306, 'TWO': 0.03750061465663841, 'COULD': 0.025733876409013832, 'DETECTED': 0.06686213417369792, 'FIVE': 0.033988336088414936, 'ACID': 0.02528616957140485, 'TRYPSIN': 0.038355279793940586, 'WHEREAS': 0.0343758212128101, 'PRESENCE': 0.028996750322759647, 'COMPONENT': 0.04319553727812547, 'STAINING': 0.052860720033441326, 'SIGNIFICANT': 0.020556177496751708, 'CONTRAST': 0.037807075702149216, 'TREATED': 0.03325128797059681, 'SHOW': 0.033988336088414936, 'MAY': 0.015383798639066328, 'ANOTHER': 0.0831753252609549, 'EIGHT': 0.04018133518155604, 'SPECIFIC': 0.027948076841948197, 'DEFICIENCY': 0.030567109225851315, 'REDUCED': 0.0343758212128101, 'INHIBITION': 0.04121923765493823, 'DATA': 0.027948076841948197, 'INHIBITOR': 0.04086251070758339, 'ACCOUNT': 0.04614345036202986, 'ARGININE': 0.2645693612647215, 'ESTERASE': 0.30090620401074536, 'DIFFERENCES': 0.07888737374079414, 'PLASMA': 0.23495397627348397, 'POLYACRYLAMIDE': 0.08818978708824052, 'GELS': 0.09730136255134533, 'BANDS': 0.15295112353864423, 'GEL': 0.03923125217000477, 'CHROMATOGRAPHY': 0.09730136255134533, 'DEAE': 0.05643885184376194, 'FRACTIONS': 0.08554297729820942, 'CORRESPONDING': 0.04937583319856673, 'EXCHANGE': 0.04796950574964531, 'CHLOROFORM': 0.05967123468029881, 'ELLAGIC': 0.05793920456988017, 'INHIBITED': 0.1270885903011049, 'SOYBEAN': 0.05188306411220953, 'DEMONSTRATION': 0.04937583319856673, 'CENTER': 0.047327276380657125, 'CONSISTENT': 0.07508537618159744, 'ABSENCE': 0.07406374979785009, 'SHOWED': 0.02709158959039893, 'QUANTITATIVE': 0.03953910581256785, 'SAMPLES': 0.22447223366378682, 'SINGLE': 0.0343758212128101, 'FACTORS': 0.03190808403071161, 'APPROXIMATELY': 0.037031874898925045, 'RANGE': 0.033799492062388185, 'ZONE': 0.06171979149820841, 'QUALITATIVE': 0.0501510340017909, 'FIBROBLASTS': 0.030708443857389068, 'ION': 0.04158766263047745, 'RESOLVED': 0.11287770368752388, 'ISOENZYME': 0.05643885184376194, 'RESISTANT': 0.04507254946535205, 'MANIFESTATIONS': 0.038931608944362504, 'YET': 0.037807075702149216, 'EARLIER': 0.04277148864910471, 'TYPE': 0.10892016892809296, 'SUBSEQUENT': 0.04409489354412026, 'SEPHADEX': 0.0551154469487464, 'ELECTROFOCUSING': 0.1102308938974928, 'STI': 0.25690808964740486, 'FRACTION': 0.1259057368243205, 'BAND': 0.20753225644883813, 'MISSING': 0.2023782157451642, 'RESTRICTED': 0.05967123468029881, 'NARROW': 0.06171979149820841, 'EXTEND': 0.06422702241185121, 'CONSEQUENTLY': 0.05643885184376194}
00143;{'CYSTIC': 0.007866822545141693, 'FIBROSIS': 0.007698885746537829, 'PATIENTS': 0.015869146072688488, 'TISSUE': 0.047323488403736166, 'NORMAL': 0.06939272257040104, 'TWO': 0.024907124660006108, 'ANALYZED': 0.06056681967240636, 'FOUND': 0.02217504862847877, 'STUDY': 0.027772422995746362, 'EVIDENCE': 0.03851807132426282, 'PER': 0.04005460817877688, 'CELLS': 0.17401602472455105, 'PRESENTED': 0.04619651000809221, 'EXAMINED': 0.03918153046711108, 'MARKER': 0.0666185377038715, 'RATIO': 0.047619050005171686, 'WELL': 0.03518757055837908, 'SPECIES': 0.13117758670663998, 'SIMILAR': 0.06861129286690723, 'PROVE': 0.06891929411920371, 'OBSERVED': 0.03152338461187929, 'HUMAN': 0.039875859058676646, 'DATA': 0.037125057297513274, 'AGREE': 0.06462553184380398, 'CARRIERS': 0.04854256349350135, 'LABELED': 0.06462553184380398, 'CHROMATOGRAPHY': 0.06462553184380398, 'COMPOSITIONS': 0.07926477442606857, 'QUANTITATIVELY': 0.14328102276957022, 'MEASURE': 0.06558879335331999, 'SAMPLES': 0.042597076324258056, 'CULTURED': 0.049191595014989986, 'GROWTH': 0.04566340429761341, 'FIBROBLASTS': 0.12237544044661017, 'ISOLATED': 0.04674936480929144, 'EXTENT': 0.05211315586761827, 'PATTERNS': 0.057964530312036536, 'IDENTIFICATION': 0.06772462684049421, 'USEFUL': 0.04792058295020929, 'COMPONENTS': 0.051327428502164214, 'BASE': 0.07021797138770564, 'INCUBATION': 0.06286757608773857, 'COUNTS': 0.07696401801073635, 'HELA': 0.08961025473293341, 'DEFICIENT': 0.06206060263594341, 'RNA': 0.42984306830871066, 'METHYLATION': 0.31705909770427426, 'TRNA': 0.26883076419880025, 'RRNA': 0.35844101893173363, 'COMPREHENSIVE': 0.07164051138478511, 'VOLUNTEERS': 0.07497101215066884, 'EXPONENTIAL': 0.07926477442606857, 'METHYL': 0.15852954885213713, 'METHIONINE': 0.08198599169164997, 'URIDINE': 0.08961025473293341, 'MINUTE': 0.07497101215066884, 'SERVES': 0.07696401801073635, 'HYDROLYZED': 0.0853164924575337, 'DIMENSIONAL': 0.09566197276439856, 'AUTORADIOGRAPHY': 0.07926477442606857, 'METHYLATED': 0.1913239455287971, 'NUCLEOSIDE': 0.09566197276439856, 'EURKARYOTE': 0.09566197276439856, 'YEAST': 0.09566197276439856, 'MOUSE': 0.07926477442606857, 'CHICKEN': 0.08961025473293341, 'QUALITATIVELY': 0.1706329849150674}
00144;{'CYSTIC': 0.0016471159703890421, 'FIBROSIS': 0.001611954203181358, 'PATIENTS': 0.06645204917938305, 'STUDIED': 0.02683340372716735, 'SIGNIFICANTLY': 0.027010711664566808, 'COMPARED': 0.025341569256760274, 'DETERMINED': 0.03660140107348765, 'NORMAL': 0.043587303864533154, 'SUBJECTS': 0.027190570882718052, 'DISEASE': 0.014430804582425037, 'VALUES': 0.029469590342642484, 'CONTROLS': 0.05314414033385187, 'TEST': 0.02510936443709858, 'FIRST': 0.03267328732553137, 'EARLY': 0.03432238161356321, 'THREE': 0.027465307216702747, 'TESTS': 0.030370881516409282, 'SMALL': 0.06801181802751918, 'CAPACITY': 0.04147887152320485, 'CROSSED': 0.055793025326992374, 'RATIO': 0.039880954379331285, 'IDENTICAL': 0.047583281122129, 'OBTAINED': 0.029578761342251916, 'EXPRESSED': 0.048055035221914594, 'MEAN': 0.06145271141583191, 'POINT': 0.095166562244258, 'FIFTEEN': 0.06638424858183244, 'AIRWAY': 0.095166562244258, 'SIMILAR': 0.028730978888017407, 'CALCULATED': 0.058807551037203476, 'DETERMINATION': 0.05072471147564033, 'PULMONARY': 0.024510447490899867, 'LUNG': 0.029254067762211164, 'INVOLVEMENT': 0.07692869162598749, 'GREATER': 0.03369725135637995, 'LOWER': 0.030726355707915955, 'CLOSING': 0.06866326804175686, 'VOLUME': 0.038025704315352876, 'FLOW': 0.24718776495032468, 'OXYGEN': 0.10530318994696211, 'TENSIONS': 0.07504858833883174, 'SENSITIVE': 0.04298672137056253, 'EXPIRATORY': 0.0447017353894811, 'CURVES': 0.21060637989392422, 'SEC': 0.11761510207440695, 'DETECTION': 0.03781202389836162, 'ABNORMAL': 0.03172688955383516, 'VOLUMES': 0.10395150941520521, 'GAS': 0.055793025326992374, 'BREATHING': 0.055793025326992374, 'FOLLOWING': 0.04147887152320485, 'SIMPLE': 0.04545954316218653, 'TECHNIQUE': 0.03699205786728895, 'FOUR': 0.03515049893282823, 'APPEARS': 0.04236159111337926, 'GIVE': 0.05072471147564033, 'RATES': 0.04626627467640617, 'STANDARD': 0.05014321128020416, 'NINE': 0.04905556906783379, 'MINIMAL': 0.04545954316218653, 'NONE': 0.04364476803913031, 'ASSESS': 0.052651594973481056, 'MAXIMAL': 0.04905556906783379, 'MEFV': 0.21435768729955343, 'AIR': 0.2231721013079695, 'HELIUM': 0.34331634020878427, 'MIXTURE': 0.1255764453523703, 'VITAL': 0.047583281122129, 'RATIOS': 0.10266917705551644, 'SUPERIMPOSED': 0.07504858833883174, 'PIF': 0.3204676087607352, 'DEVIATIONS': 0.07504858833883174, 'FEV': 0.05771990882483311, 'FVC': 0.06278822267618515, 'MMEF': 0.07504858833883174, 'TLC': 0.2511528907047406, 'VMAX': 0.11999785656951507, 'ARTERIAL': 0.052651594973481056, 'BOLUS': 0.07145256243318447, 'NONINVASIVE': 0.06445736508399169}
00150;{'CYSTIC': 0.001996504206532172, 'FIBROSIS': 0.0019538838826440703, 'PATIENTS': 0.032219175359700876, 'SERA': 0.04240051912985574, 'SERUM': 0.12609242779177676, 'EVALUATED': 0.05062574606183464, 'COMPARED': 0.030717053644557905, 'SALIVARY': 0.16123414974023798, 'AMYLASE': 0.2285027179151179, 'LEVELS': 0.030717053644557905, 'NORMAL': 0.07044412745783137, 'SUBJECTS': 0.03295826773662794, 'LOW': 0.038937876706384746, 'PANCREATIC': 0.2852541902288718, 'METHOD': 0.037538280946823904, 'TWO': 0.02528450533667287, 'COULD': 0.034701742430336836, 'COLLECTION': 0.06762790948726348, 'SMALL': 0.04121928365304193, 'CONCENTRATION': 0.038299823898049486, 'DIAGNOSIS': 0.031100656795835027, 'DUODENAL': 0.19146034535811293, 'PROTEOLYTIC': 0.0656047065687101, 'HOUR': 0.06468615169270353, 'BLOOD': 0.0381444223803648, 'TOTAL': 0.0762888447607296, 'MAY': 0.04148963875384556, 'PATIENT': 0.03062265137560888, 'MADE': 0.04483885802095631, 'INCLUDE': 0.05062574606183464, 'URINE': 0.06222374367000996, 'MEDICATION': 0.07610693657719413, 'GREATER': 0.04084515315924842, 'ABSENT': 0.12296899751670383, 'SINCE': 0.037538280946823904, 'FUNCTION': 0.10055228307058614, 'ABNORMAL': 0.03845683582283049, 'ENZYME': 0.1193255700589292, 'ACTIVITIES': 0.1049973695772201, 'SIMPLICITY': 0.0781301394957475, 'REMAINDER': 0.08046575585676659, 'ORIGIN': 0.060106138482507565, 'MARKEDLY': 0.06222374367000996, 'ADVANTAGES': 0.074322345127855, 'FLUID': 0.10927247861539904, 'ISOENZYME': 0.07610693657719413, 'PATTERNS': 0.11768556154261965, 'ENZYMES': 0.09491537703704626, 'DIMINISHED': 0.06468615169270353, 'THEREBY': 0.07610693657719413, 'MISLEADING': 0.08046575585676659, 'EVALUATION': 0.11020495312045218, 'STOOLS': 0.06658256294958241, 'SAMPLE': 0.0607796500366111, 'EQUAL': 0.06658256294958241, 'BAND': 0.2798541033931302, 'THIRDS': 0.083228203686978, 'LACKED': 0.0909679858652506, 'ISOAMYLASE': 0.3044277463087765, 'AVOIDING': 0.08660916658567816, 'INTUBATION': 0.08660916658567816, 'ZYMOGRAMS': 0.09711139659416218, 'NONINVASIVENESS': 0.09711139659416218, 'REQUIRING': 0.074322345127855, 'SPECIFICITY': 0.06658256294958241, 'INDEPENDENCE': 0.08660916658567816}
00151;{'CYSTIC': 0.0035613318278681994, 'FIBROSIS': 0.0034853063852569905, 'PATIENTS': 0.01436801063338012, 'STUDIED': 0.11603634044180476, 'MEANS': 0.08733238769910158, 'ANALYSIS': 0.07752413111290242, 'VALUE': 0.0836531397443832, 'NORMAL': 0.06282854611103879, 'SUBJECTS': 0.0587904235302012, 'TWO': 0.045102090600551606, 'DIAGNOSTIC': 0.0817557273478089, 'GROUPS': 0.0634840314775212, 'NEW': 0.0841490624110912, 'SHOW': 0.0817557273478089, 'MAY': 0.03700427240207847, 'EIGHT': 0.09665240084212129, 'DETERMINE': 0.0867751096665952, 'TECHNIQUES': 0.1917379077992019, 'PRIOR': 0.1187688960722281, 'OBSERVATIONS': 0.08465425519520343, 'UNTREATED': 0.1187688960722281, 'DIFFERENCES': 0.06325203840478089, 'SUGGEST': 0.06541535482838999, 'QUANTITATIVE': 0.095107578846447, 'ELECTRON': 0.2375377921444562, 'MICROSCOPY': 0.26514998802369893, 'MUCUS': 0.25095941923314957, 'VARIANCE': 0.14353351044720525, 'APPEAR': 0.09914897706187845, 'SECRETION': 0.07637387126374577, 'WHETHER': 0.0867751096665952, 'GASTRIC': 0.4453833602708553, 'MUCOSAL': 0.11099370492488264, 'BIOPSIES': 0.13257499401184947, 'PRESECRETED': 0.17322573446526227, 'COMPACT': 0.17322573446526227, 'VISCID': 0.30898405376512206}
00153;{'CYSTIC': 0.0026353855526224674, 'FIBROSIS': 0.002579126725090173, 'CLINICAL': 0.0351078365011436, 'COELIAC': 0.09235185411973298, 'DISEASE': 0.023089287331880058, 'INTOLERANCE': 0.09599828525561206, 'THERAPEUTIC': 0.07152277662316975, 'DISCUSSED': 0.04804037979964465, 'CONSIDERATIONS': 0.11432409989309517, 'DISORDERS': 0.0672965947498256, 'SPECIFIC': 0.09949515355733558, 'CARBOHYDRATE': 0.07848891050853406, 'PROVIDE': 0.06929826392096526, 'PARENTS': 0.05736785702354779, 'TREATMENT': 0.04144122868764427, 'RATHER': 0.06877875419290005, 'WORK': 0.07037960834637078, 'FOOD': 0.09235185411973298, 'INVOLVES': 0.09599828525561206, 'PARTICULARLY': 0.07211983588616337, 'DIET': 0.21820580717849533, 'MEDICAL': 0.07037960834637078, 'VARIETY': 0.06929826392096526, 'RESTRICTION': 0.10046115628189625, 'SPECIALLY': 0.10313178413438671, 'TEAM': 0.09599828525561206, 'DIABETES': 0.07848891050853406, 'MELLITUS': 0.0892688405231878, 'PHENYLKETONURIA': 0.09810549556876859, 'GALACTOSAEMIA': 0.11432409989309517, 'AIM': 0.0892688405231878, 'HELP': 0.08213534164441315, 'ARTIFICIAL': 0.10046115628189625, 'ROLE': 0.0570800822745058, 'ADEQUATE': 0.08022913804832665, 'DIETARY': 0.07211983588616337, 'NATURAL': 0.09075099996626225, 'REQUIRE': 0.08659821267069734, 'NUTRITIONALLY': 0.12818704350429408, 'PREPARED': 0.09075099996626225, 'SUBSTITUTES': 0.12818704350429408, 'DIETITIAN': 0.11432409989309517, 'MEMBER': 0.10986122886681096, 'PAEDIATRIC': 0.10313178413438671, 'DIETETICS': 0.12818704350429408, 'DETAILED': 0.09235185411973298, 'ADVICE': 0.11432409989309517, 'CALCULATION': 0.11432409989309517, 'NUTRIENTS': 0.11432409989309517, 'OBESITY': 0.12007774134213078}
00154;{'CYSTIC': 0.010683995483604597, 'FIBROSIS': 0.010455919155770972, 'PATIENTS': 0.01436801063338012, 'CONTROL': 0.04770165611009003, 'NORMAL': 0.09424281916655818, 'DISEASE': 0.031201739637675755, 'INTRINSIC': 0.11702461171715858, 'DERIVED': 0.17696529509651643, 'CELLS': 0.18906605929532305, 'CELL': 0.13083070965677998, 'NUMBERS': 0.10606609528180279, 'SIGNIFICANT': 0.049445940465159516, 'STATISTICALLY': 0.1018998606918769, 'EITHER': 0.07527057411454968, 'DUE': 0.0683186047911153, 'DIFFERENCE': 0.06491943216168197, 'BEHAVIOR': 0.12479980286450403, 'TIME': 0.0735262897594802, 'LARGELY': 0.14353351044720525, 'FAILURE': 0.18061076973411277, 'POPULATION': 0.08130148090682564, 'VITRO': 0.09829090413445736, 'SUPPORT': 0.08516907127549249, 'CONCLUDE': 0.10967505183922234, 'FIBROBLASTS': 0.1477325136923042, 'PAPER': 0.09586895389960096, 'PROPERTY': 0.13575831929985982, 'EXPLANATION': 0.10841775411936035, 'INDICATES': 0.10967505183922234, 'ANALYZES': 0.17322573446526227, 'CYCLE': 0.25430292340412314, 'DEMONSTRATES': 0.13936727585727934, 'DOUBLING': 0.13257499401184947, 'ENTER': 0.17322573446526227, 'VIS': 0.34645146893052453, 'SAVE': 0.17322573446526227, 'PROCEEDS': 0.17322573446526227}
